"-0.00000,-12.00000,-0.00000"
"-1.31752,-13.93787,-0.00000"
"-2.18143,-9.75917,-0.00000"
"-4.01722,-12.36373,-0.00000"
"-3.97148,-9.17755,-0.00000"
"-5.78104,-10.51568,-0.00000"
"-6.74500,-9.92497,-0.00000"
"-7.64909,-9.24616,-0.00000"
"-37.90637,-35.59645,-0.00000"
"-10.51722,-7.64121,-0.00000"
"-11.18965,-6.61754,-0.00000"
"-38.90756,-18.30851,-0.00000"
"-12.36373,-4.01722,-0.00000"
"-34.56909,-5.47521,-0.00000"
"-14.99260,-0.47116,-0.00000"
"-11.94674,1.12930,-0.00000"
"-37.32692,7.12049,-0.00000"
"-16.16796,5.25329,-0.00000"
"-11.01306,4.76577,-0.00000"
"-15.77352,8.67156,-0.00000"
"-8.09017,5.87785,-0.00000"
"-13.85040,13.00640,-0.00000"
"-8.58070,11.06217,-0.00000"
"-5.35827,8.44328,-0.00000"
"-12.77337,27.14481,-0.00000"
"-3.09017,9.51056,-0.00000"
"-1.96329,8.78325,-0.00000"
"-2.88267,22.81864,-0.00000"
"0.00000,10.00000,-0.00000"
"1.25333,9.92115,-0.00000"
"3.05400,13.66284,-0.00000"
"4.06485,11.29057,-0.00000"
"5.53513,11.76275,-0.00000"
"8.65370,14.63262,-0.00000"
"7.05342,9.70820,-0.00000"
"6.84547,7.28969,-0.00000"
"9.75144,8.59706,-0.00000"
"8.27080,5.62084,-0.00000"
"20.15505,11.08034,-0.00000"
"12.08710,4.78561,-0.00000"
"8.64264,2.51092,-0.00000"
"12.76973,2.43596,-0.00000"
"9.98027,0.62791,-0.00000"
"12.99358,-0.40834,-0.00000"
"16.79070,-2.65939,-0.00000"
"9.60294,-2.78991,-0.00000"
"7.34204,-3.17718,-0.00000"
"11.39199,-6.26280,-0.00000"
"7.90155,-6.12907,-0.00000"
"17.49525,-16.42913,-0.00000"
"6.12907,-7.90155,-0.00000"
"5.35826,-8.44328,-0.00000"
"10.21871,-21.71584,-0.00000"
"4.01722,-12.36373,-0.00000"
"3.05400,-13.66284,-0.00000"
"1.41163,-14.93343,-0.00000"
"-0.00000,-12.00000,-0.00000"
"-0.94108,-9.95562,-0.00000"
"-4.49715,-23.57489,-0.00000"
"-3.09017,-9.51056,-0.00000"
"-4.25779,-9.04827,-0.00000"
"-7.63562,-12.91113,-0.00000"
"-6.12907,-7.90155,-0.00000"
"-6.84547,-7.28969,-0.00000"
"-13.50200,-11.90361,-0.00000"
"-10.51722,-7.64121,-0.00000"
"-10.32890,-6.10850,-0.00000"
"-12.66758,-5.96091,-0.00000"
"-12.48382,-3.62689,-0.00000"
"-24.55718,-4.68453,-0.00000"
"-11.99408,-0.37693,-0.00000"
"-13.97237,0.87907,-0.00000"
"-11.78745,2.24858,-0.00000"
"-9.60294,2.78991,-0.00000"
"-11.01306,4.76577,-0.00000"
