-0.00000,-13.00000,-0.00000
-1.12930,-11.94674,-0.00000
-2.61772,-11.71100,-0.00000
-4.32624,-13.31479,-0.00000
-4.76577,-11.01306,-0.00000
-6.10850,-10.32890,-0.00000
-8.22899,-11.32624,-0.00000
-8.59705,-9.75144,-0.00000
-37.17740,-34.91190,-0.00000
-11.82059,-7.50158,-0.00000
-49.89637,-25.42346,-0.00000
-13.44411,-3.90588,-0.00000
-11.78745,-2.24858,-0.00000
-21.90236,-2.07038,-0.00000
-14.99260,0.47116,-0.00000
-11.90538,1.50400,-0.00000
-17.56650,3.92658,-0.00000
-11.29057,4.06485,-0.00000
-12.66758,5.96091,-0.00000
-10.75205,7.30709,-0.00000
-9.24616,7.64909,-0.00000
-15.74458,16.76628,-0.00000
-7.05342,9.70820,-0.00000
-7.12658,12.05039,-0.00000
-5.95722,13.76632,-0.00000
-2.47214,7.60845,-0.00000
-2.43596,12.76973,-0.00000
-1.41163,14.93343,-0.00000
0.00000,14.00000,-0.00000
1.12930,11.94674,-0.00000
4.14472,18.54242,-0.00000
5.25329,16.16796,-0.00000
5.56007,12.84857,-0.00000
8.18981,14.89721,-0.00000
7.05342,9.70820,-0.00000
9.25836,10.50156,-0.00000
9.75144,8.59706,-0.00000
8.09017,5.87785,-0.00000
10.32891,6.10849,-0.00000
18.09654,8.51559,-0.00000
7.60845,2.47213,-0.00000
9.75917,2.18143,-0.00000
13.93787,1.31752,-0.00000
10.00000,-0.00000,-0.00000
7.93692,-1.00266,-0.00000
11.71100,-2.61773,-0.00000
13.17233,-4.74233,-0.00000
10.85793,-5.10935,-0.00000
12.91113,-7.63562,-0.00000
10.51722,-7.64121,-0.00000
7.50111,-6.61312,-0.00000
16.42913,-17.49524,-0.00000
7.64121,-10.51722,-0.00000
4.58137,-7.74668,-0.00000
9.36715,-19.90619,-0.00000
3.70820,-11.41268,-0.00000
1.96329,-8.78325,-0.00000
1.88000,-14.88172,-0.00000
-0.00000,-14.00000,-0.00000
-1.22341,-12.94231,-0.00000
-3.90588,-13.44411,-0.00000
-3.31312,-8.36799,-0.00000
-8.18981,-14.89721,-0.00000
-5.87785,-8.09017,-0.00000
-5.95181,-6.75100,-0.00000
-10.50155,-9.25837,-0.00000
-8.09017,-5.87785,-0.00000
-6.88594,-4.07233,-0.00000
-15.60183,-6.75151,-0.00000
